Id,Type,Title,Year,LengthMinutes,MediaGenres
tt0274874,movie,South Kensington,2001,112,"Comedy,Romance"
tt0274919,movie,A szalmabábuk lázadása,2001,83,"Adventure,Animation,Drama"
tt0274951,movie,Territori d'ombra,2001,90,Drama
tt0274993,movie,Trois huit,2001,95,Drama
tt0275022,movie,Crossroads,2002,93,"Comedy,Drama,Romance"
tt0275026,movie,Uphill All the Way,2001,80,Documentary
tt0275067,movie,Wendigo,2001,91,"Horror,Mystery,Thriller"
tt0275072,movie,Where Eskimos Live,2002,95,"Action,Drama"
tt0275083,movie,Musa,2001,158,"Action,Drama,History"
tt0275111,movie,Öcsögök,2001,75,Drama
tt0275117,tvSeries,The Adventures of Marco & Gina (Sopra i tetti di Venezia),2002,26,"Adventure,Animation,Family"
tt0275127,tvSeries,Dolce Vita & Co,2001,450,"Comedy,Family"
tt0275137,tvSeries,Justice League,2001,22,"Action,Adventure,Animation"
tt0275140,tvSeries,Law & Order: Criminal Intent,2001,60,"Crime,Drama,Mystery"
tt0275141,tvSeries,Liefde & geluk,2001,30,"Comedy,Drama"
tt0275151,tvSeries,Screech Owls,2001,22,"Family,Mystery,Sport"
tt0275154,tvSeries,Stille waters,2001,50,"Drama,Mystery"
tt0275156,tvSeries,"Via Zanardi, 33",2001,50,Comedy
tt0275170,movie,The 4th Tenor,2002,97,"Comedy,Music,Romance"
tt0275182,movie,Acts of Worship,2001,94,Drama
tt0275236,movie,The Bros.,2007,91,"Comedy,Music"
tt0275258,movie,Mothers and Daughters,2006,90,"Comedy,Drama,Romance"
tt0275263,movie,Ciao America,2002,100,"Comedy,Drama,Romance"
tt0275275,movie,*Corpus Callosum,2002,92,"Comedy,Drama"
tt0275277,movie,Cowboy Bebop: Tengoku no tobira,2001,115,"Action,Animation,Crime"
tt0275295,movie,The Decay of Fiction,2002,73,Drama
tt0275309,movie,Dogtown and Z-Boys,2001,91,"Documentary,Sport"
tt0275381,movie,Grahan,2001,110,"Crime,Drama"
tt0275407,movie,Hombres felices,2001,93,"Comedy,Romance"
tt0275408,movie,Home Movie,2001,66,Documentary
tt0275409,movie,The Honeytrap,2002,90,Thriller
tt0275415,movie,I Loved You,2001,102,Documentary
tt0275468,movie,The Last Minute,2001,104,"Drama,Mystery,Thriller"
tt0275491,movie,La mala educación,2004,106,"Crime,Drama"
tt0275520,tvSeries,The Mind of the Married Man,2001,30,Comedy
tt0275527,movie,A Month of Sundays,2001,92,Drama
tt0275560,movie,Nuit de noces,2001,92,Comedy
tt0275611,movie,Witness to a Kill,2001,90,"Action,Thriller"
tt0275639,movie,Rue des plaisirs,2002,91,"Drama,Romance"
tt0275652,movie,Sara,2001,120,"Comedy,Drama,Romance"
tt0275655,movie,Satan Was a Lady,2001,80,Drama
tt0275681,movie,Silencio roto,2001,110,"Adventure,Drama,Thriller"
tt0275688,movie,Snipes,2001,113,"Action,Drama,Music"
tt0275692,movie,Sol Goode,2003,99,"Comedy,Romance"
tt0275719,movie,Tape,2001,86,Drama
tt0275772,movie,"Vegas, City of Dreams",2001,93,Drama
tt0275821,tvSeries,As If,2001,25,"Comedy,Drama,Romance"
tt0275835,tvSeries,Fox Grønland,2001,45,"Crime,Drama"
tt0275847,movie,Lilo & Stitch,2002,85,"Adventure,Animation,Comedy"
tt0275848,tvSeries,Lloyd in Space,2001,30,"Adventure,Animation,Comedy"
tt0275868,tvSeries,Siamin tytöt,2001,30,"Drama,Fantasy,Romance"
tt0275869,tvSeries,Sinan Toprak ist der Unbestechliche,2001,45,Crime
tt0275876,movie,10 + 2: El gran secreto,2001,85,"Animation,Family"
tt0275902,movie,Ai ni ai wo,2001,105,"Drama,Romance"
tt0275913,movie,Amazons and Gladiators,2001,94,"Action,Adventure,Drama"
tt0275915,movie,Amores Possíveis,2001,98,"Comedy,Drama,Romance"
tt0275947,movie,Avenging Angelo,2002,97,"Action,Comedy,Crime"
tt0275967,movie,Birthday,2001,95,Drama
tt0275979,movie,Boys on the Run,2002,97,"Action,Adventure,Romance"
tt0276015,movie,Kuroe,2001,128,Drama
tt0276033,movie,The Country Bears,2002,88,"Comedy,Family,Music"
tt0276050,movie,Daydream Believer,2001,79,Drama
tt0276052,movie,Dead Man's Run,2001,97,"Drama,Thriller"
tt0276053,movie,Out of Bounds,2003,90,Drama
tt0276134,movie,Finnlandia,2001,118,Drama
tt0276140,movie,Fogbound,2002,97,"Drama,Thriller"
tt0276167,movie,El gran marciano,2001,111,"Comedy,Sci-Fi"
tt0276176,movie,Hacerse el sueco,2001,105,Comedy
tt0276189,movie,Heftig og begeistret,2001,89,"Documentary,Music"
tt0276191,movie,Hemso,2001,93,"Comedy,Drama"
tt0276198,movie,Horse Crazy,2001,84,Family
tt0276203,movie,House of Luk,2001,99,"Comedy,Drama,Family"
tt0276216,movie,In den Tag hinein,2001,118,Drama
tt0276276,movie,Lawless Heart,2001,100,"Comedy,Drama,Romance"
tt0276313,movie,Makibefo,2001,73,Drama
tt0276389,movie,Papá Iván,2004,52,Documentary
tt0276409,movie,Pieniadze to nie wszystko,2001,120,Comedy
tt0276423,movie,Professor Niedlich,2001,88,Comedy
tt0276428,movie,Puckoon,2002,82,Comedy
tt0276435,movie,Qui vive,2001,95,Drama
tt0276437,movie,Rain,2001,97,"Action,Drama,Romance"
tt0276455,movie,Respect!,2001,58,Documentary
tt0276461,movie,Rue du retrait,2001,90,Drama
tt0276473,movie,Sea,2001,94,Drama
tt0276501,movie,Shiqi sui de dan che,2001,113,Drama
tt0276515,movie,Southern Comfort,2001,90,Documentary
tt0276518,movie,The Spectre of Hope,2001,52,Documentary
tt0276529,movie,Stiller Sturm,2001,93,Drama
tt0276584,movie,The Trouble with Lou,2001,90,"Comedy,Romance"
tt0276607,movie,Virgil Bliss,2001,93,"Crime,Drama,Romance"
tt0276617,movie,Das weiße Rauschen,2001,103,Drama
tt0276645,tvSeries,Best of Both Worlds,2001,50,Drama
tt0276650,tvSeries,The Book Group,2002,24,"Comedy,Drama"
tt0276732,tvSeries,State of Grace,2001,30,"Comedy,Drama"
tt0276744,movie,13 Moons,2002,93,Comedy
tt0276751,movie,About a Boy,2002,101,"Comedy,Drama,Romance"
tt0276760,movie,After the Flood,2001,82,Drama
tt0276769,movie,Zou dao di,2001,87,"Comedy,Crime,Drama"
tt0276773,movie,Amerikana,2001,95,"Comedy,Drama"
tt0276806,movie,Beat Angel,2004,98,Drama
tt0276816,movie,Below,2002,105,"Action,Horror,Mystery"
tt0276818,movie,Beonjijeompeureul hada,2001,107,"Drama,Romance"
tt0276819,movie,Berlin Babylon,2001,88,Documentary
tt0276820,movie,Berlin Is in Germany,2001,99,Drama
tt0276830,movie,Blueberry,2004,124,"Adventure,Fantasy,Western"
tt0276837,movie,Café de la plage,2001,83,"Comedy,Drama"
tt0276860,movie,Chop Suey,2001,98,"Biography,Documentary"
tt0276863,movie,El cielo abierto,2001,110,"Comedy,Romance"
tt0276868,movie,Cold Heart,2001,95,"Crime,Romance,Thriller"
tt0276877,movie,Threat of Exposure,2002,90,Thriller
tt0276886,movie,Cum to Live,2001,90,"Comedy,Thriller"
tt0276893,movie,Daresalam,2001,100,"Drama,War"
tt0276919,movie,Dogville,2003,171,"Crime,Drama"
tt0276935,movie,Electric Dragon 80.000 V,2001,55,"Action,Fantasy,Sci-Fi"
tt0276951,movie,Faat Kiné,2001,120,"Comedy,Drama"
tt0276971,movie,Dung hau Tung Kin Wah fat lok,2001,102,Drama
tt0276977,movie,Gang Tapes,2001,91,"Crime,Drama"
tt0277015,movie,Homemad(e),2001,85,Documentary
tt0277027,movie,I Am Sam,2001,132,Drama
tt0277039,movie,The Inner Tour,2001,97,"Documentary,History"
tt0277044,movie,Inugami,2001,106,"Drama,Fantasy,Horror"
tt0277080,movie,Konzert im Freien,2001,88,Documentary
tt0277089,movie,Lagi Lagi Senario,2001,112,Comedy
tt0277092,movie,Latitude Zero,2001,85,Drama
tt0277101,movie,Lyubov i drugie koshmary,2001,97,Drama
tt0277119,movie,Mabudachi,2001,98,Drama
tt0277148,movie,Milch und Honig aus Rotfront,2001,115,Documentary
tt0277155,movie,Der Mistkerl,2001,88,Family
tt0277171,movie,My Dinner with Jimi,2003,90,"Comedy,Drama,Music"
tt0277184,movie,Never Get Outta the Boat,2002,97,Drama
tt0277203,movie,The Optimists,2001,83,Documentary
tt0277255,movie,The Profit,2001,128,Drama
tt0277266,movie,Le rat,2001,61,Horror
tt0277270,movie,Redemption Road,2001,87,"Comedy,Drama"
tt0277296,movie,The Scorpion King,2002,92,"Action,Adventure,Fantasy"
tt0277327,movie,So weit die Füße tragen,2001,158,"Action,Adventure,Drama"
tt0277341,movie,Spiegelgrund,2001,71,Documentary
tt0277371,movie,Not Another Teen Movie,2001,89,Comedy
tt0277386,movie,Title to Murder,2001,102,"Action,Comedy,Mystery"
tt0277412,movie,Unspeakable,2002,108,"Horror,Thriller"
tt0277414,movie,Urbania,2001,70,Drama
tt0277434,movie,We Were Soldiers,2002,138,"Action,Drama,History"
tt0277444,movie,Xiari nuanyangyang,2001,97,"Drama,Romance"
tt0277471,tvSeries,Big Apple,2001,60,"Crime,Drama,Mystery"
tt0277480,tvSeries,Flat Chat,2001,30,Comedy
tt0277482,tvSeries,Grazhdanin nachalnik,2001,46,"Crime,Drama"
tt0277483,tvSeries,Gypsy Girl,2001,30,Drama
tt0277491,tvSeries,Luifel & Luifel,2001,50,"Crime,Drama"
tt0277493,tvSeries,Manns minne,2001,10,"History,News"
tt0277530,tvSeries,Syshchiki,2001,50,"Crime,Mystery"
tt0277536,tvSeries,World of Pub,2001,30,Comedy
tt0277537,tvSeries,En ängels tålamod,2001,23,Comedy
tt0277561,movie,Alcatraz Is Not an Island,2001,69,Documentary
tt0277578,movie,Anita no perd el tren,2001,89,"Comedy,Drama"
tt0277585,movie,Undermind,2003,108,"Crime,Drama,Fantasy"
tt0277588,movie,Az kenar-e ham migozarim,2001,86,Drama
tt0277592,movie,Bachehaye Naft,2001,90,Drama
tt0277615,movie,Bug,2002,86,Comedy
tt0277622,movie,Cet amour-là,2001,100,Drama
tt0277625,movie,Histoire de Pen,2002,112,Drama
tt0277674,movie,Dei gau tin cheung,2001,95,Drama
tt0277688,movie,E adesso sesso,2001,90,Comedy
tt0277703,movie,"Feuer, Eis & Dosenbier",2002,83,Comedy
tt0277705,movie,Final,2001,111,"Drama,Sci-Fi,Thriller"
tt0277713,movie,Full Frontal,2001,90,Comedy
tt0277722,movie,Gotteszell - Ein Frauengefängnis,2001,103,Documentary
tt0277724,movie,Grosse Freiheit - Kleine Freiheit,2001,83,Documentary
